Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A1,love,drink,open,eat,1,752,16
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A2,deaf,no,you,open,1,753,16
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,you,goodbye,drink,deaf,1,754,16
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A1,good,goodbye,me,close,1,755,16
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,goodbye,deaf,hurt,you,1,756,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,good,open,please,deaf,1,757,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,me,open,deaf,good,1,758,16
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A3,hurt,close,love,open,1,759,16
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,no,drink,we,open,1,760,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A2,please,deaf,good,hello,1,761,16
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A3,me,bad,close,hello,1,762,16
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A1,love,you,me,we,1,763,16
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A1,good,drink,goodbye,eat,1,764,16
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A4,please,hurt,drink,good,1,765,16
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A3,we,no,drink,bad,1,766,16
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,no,love,bad,we,1,767,16
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,goodbye,hurt,hello,bad,1,768,16
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,no,close,hurt,bad,1,769,16
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A1,need,me,we,goodbye,1,770,16
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A1,hello,we,deaf,please,1,771,16
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A2,go,no,open,hello,1,772,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,go,you,goodbye,deaf,1,773,16
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,hello,open,please,close,1,774,16
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A3,me,good,love,hurt,1,775,16
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,goodbye,deaf,no,1,776,16
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A4,open,you,bad,close,1,777,16
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A3,open,bad,need,eat,1,778,16
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A4,please,goodbye,drink,hurt,1,779,16
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A2,love,bad,we,deaf,1,780,16
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,need,we,good,bad,1,781,16
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,deaf,need,please,drink,1,782,16
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A3,drink,love,need,open,1,783,16
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A3,deaf,go,drink,hello,1,784,16
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A3,eat,we,love,me,1,785,16
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A4,go,you,hurt,drink,1,786,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A2,drink,deaf,bad,hurt,1,787,16
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,you,me,need,hurt,1,788,16
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A4,need,good,drink,go,1,789,16
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,goodbye,need,good,we,1,790,16
What word does this Braille pattern represent: '⠕⠏⠑⠝'?,⠕⠏⠑⠝,Q_A2,goodbye,open,love,no,1,791,16
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,drink,deaf,goodbye,bad,1,792,16
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A1,no,open,goodbye,please,1,793,16
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,go,open,you,bad,1,794,16
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,you,bad,goodbye,1,795,16
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A3,we,bad,love,open,1,796,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,bad,hurt,deaf,drink,1,797,16
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,need,open,hurt,deaf,1,798,16
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,go,need,please,close,1,799,16
What word does this Braille pattern represent: '⠕⠏⠑⠝'?,⠕⠏⠑⠝,Q_A4,deaf,no,close,open,1,800,16
What word does this Braille pattern represent: '⠏⠇⠁⠽'?,⠏⠇⠁⠽,Q_A2,sorry,play,bad,you,1,801,17
What word does this Braille pattern represent: '⠕⠏⠑⠝'?,⠕⠏⠑⠝,Q_A4,close,stop,hurt,open,1,802,17
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,hurt,we,go,you,1,803,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A1,need,play,close,we,1,804,17
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A4,go,deaf,need,close,1,805,17
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A1,eat,stop,sorry,we,1,806,17
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A2,we,hurt,open,bad,1,807,17
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,you,close,hello,1,808,17
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,good,hello,we,please,1,809,17
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A1,hello,no,eat,drink,1,810,17
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A2,me,love,sorry,you,1,811,17
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,please,drink,deaf,open,1,812,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,eat,need,we,hello,1,813,17
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A3,need,no,bad,you,1,814,17
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,open,good,please,eat,1,815,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A4,good,open,bad,need,1,816,17
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A4,deaf,goodbye,sorry,eat,1,817,17
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A4,bad,please,close,no,1,818,17
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A3,me,love,hurt,sorry,1,819,17
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A2,me,hurt,open,no,1,820,17
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,eat,stop,hello,we,1,821,17
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A4,play,sorry,hurt,no,1,822,17
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,hello,goodbye,sorry,deaf,1,823,17
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,please,hurt,good,close,1,824,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A4,deaf,please,open,need,1,825,17
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A4,goodbye,we,drink,close,1,826,17
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A3,good,love,eat,close,1,827,17
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,eat,please,stop,you,1,828,17
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A3,you,need,eat,go,1,829,17
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A2,deaf,love,play,need,1,830,17
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A4,good,hello,love,please,1,831,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,me,need,eat,bad,1,832,17
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,bad,hurt,no,hello,1,833,17
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,play,deaf,hurt,1,834,17
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A4,me,close,play,love,1,835,17
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A4,we,goodbye,stop,go,1,836,17
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,drink,good,need,bad,1,837,17
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A1,need,eat,please,no,1,838,17
What word does this Braille pattern represent: '⠏⠇⠁⠽'?,⠏⠇⠁⠽,Q_A1,play,me,close,sorry,1,839,17
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A2,open,no,sorry,stop,1,840,17
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A2,go,no,good,drink,1,841,17
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A2,hurt,deaf,you,go,1,842,17
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A2,good,stop,me,hello,1,843,17
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A4,goodbye,drink,please,good,1,844,17
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,need,love,open,1,845,17
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,deaf,stop,please,1,846,17
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,stop,close,love,bad,1,847,17
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A2,deaf,eat,please,open,1,848,17
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,bad,need,me,stop,1,849,17
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,close,goodbye,stop,need,1,850,17
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A1,no,go,good,bad,1,851,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,sorry,need,thank,we,1,852,18
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A1,eat,hurt,no,love,1,853,18
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,bad,stop,good,drink,1,854,18
What word does this Braille pattern represent: '⠏⠇⠁⠽'?,⠏⠇⠁⠽,Q_A3,me,eat,play,need,1,855,18
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,goodbye,deaf,drink,hello,1,856,18
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A1,stop,drink,hurt,goodbye,1,857,18
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,sorry,hurt,goodbye,eat,1,858,18
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A4,stop,good,love,need,1,859,18
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A4,drink,you,go,no,1,860,18
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A1,love,good,when,thank,1,861,18
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A2,open,good,love,you,1,862,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,me,play,we,good,1,863,18
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,open,need,sorry,hello,1,864,18
What word does this Braille pattern represent: '⠎⠕⠗⠗⠽'?,⠎⠕⠗⠗⠽,Q_A4,hurt,go,when,sorry,1,865,18
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,thank,deaf,please,love,1,866,18
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,no,eat,good,you,1,867,18
What word does this Braille pattern represent: '⠏⠇⠁⠽'?,⠏⠇⠁⠽,Q_A1,play,eat,stop,hello,1,868,18
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A2,no,good,eat,sorry,1,869,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,play,drink,you,1,870,18
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,we,love,hello,goodbye,1,871,18
What word does this Braille pattern represent: '⠎⠕⠗⠗⠽'?,⠎⠕⠗⠗⠽,Q_A4,eat,hurt,good,sorry,1,872,18
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A2,please,drink,deaf,love,1,873,18
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,stop,go,thank,1,874,18
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A4,thank,please,go,drink,1,875,18
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,eat,you,please,good,1,876,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,goodbye,sorry,want,we,1,877,18
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A1,when,me,close,bad,1,878,18
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A4,play,go,no,good,1,879,18
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,go,need,hello,deaf,1,880,18
What word does this Braille pattern represent: '⠺⠁⠝⠞'?,⠺⠁⠝⠞,Q_A4,stop,need,goodbye,want,1,881,18
What word does this Braille pattern represent: '⠎⠕⠗⠗⠽'?,⠎⠕⠗⠗⠽,Q_A2,hello,sorry,me,deaf,1,882,18
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,close,goodbye,play,deaf,1,883,18
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,open,need,close,no,1,884,18
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A4,love,bad,thank,when,1,885,18
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A3,please,deaf,no,when,1,886,18
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,goodbye,drink,love,1,887,18
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A3,hurt,thank,stop,please,1,888,18
What word does this Braille pattern represent: '⠎⠕⠗⠗⠽'?,⠎⠕⠗⠗⠽,Q_A1,sorry,deaf,eat,want,1,889,18
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A3,hurt,please,close,eat,1,890,18
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A1,go,eat,we,when,1,891,18
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A1,hurt,need,open,stop,1,892,18
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A4,eat,goodbye,bad,no,1,893,18
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,me,love,good,no,1,894,18
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A2,we,eat,hello,stop,1,895,18
What word does this Braille pattern represent: '⠏⠇⠁⠽'?,⠏⠇⠁⠽,Q_A1,play,when,hello,good,1,896,18
What word does this Braille pattern represent: '⠞⠓⠁⠝⠅'?,⠞⠓⠁⠝⠅,Q_A1,thank,goodbye,go,stop,1,897,18
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A1,when,want,close,hello,1,898,18
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,deaf,want,love,goodbye,1,899,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,me,stop,we,sorry,1,900,18
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,hello,please,close,1,901,19
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A4,sorry,love,deaf,please,1,902,19
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,you,me,no,goodbye,1,903,19
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,play,deaf,me,you,1,904,19
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,hello,thank,good,hurt,1,905,19
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,please,when,no,bad,1,906,19
What word does this Braille pattern represent: '⠞⠓⠊⠝⠅'?,⠞⠓⠊⠝⠅,Q_A2,sorry,think,open,me,1,907,19
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A4,eat,have,need,stop,1,908,19
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,love,good,feel,goodbye,1,909,19
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A1,when,goodbye,go,bad,1,910,19
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A1,hurt,sorry,no,please,1,911,19
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A3,drink,sorry,close,you,1,912,19
What word does this Braille pattern represent: '⠺⠁⠝⠞'?,⠺⠁⠝⠞,Q_A1,want,go,play,goodbye,1,913,19
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A1,stop,we,when,love,1,914,19
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,go,good,open,1,915,19
What word does this Braille pattern represent: '⠞⠓⠊⠝⠅'?,⠞⠓⠊⠝⠅,Q_A2,deaf,think,no,have,1,916,19
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,please,we,want,stop,1,917,19
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A2,when,drink,me,we,1,918,19
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A4,good,need,please,hurt,1,919,19
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A3,stop,go,bad,thank,1,920,19
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,goodbye,feel,good,deaf,1,921,19
What word does this Braille pattern represent: '⠞⠓⠁⠝⠅'?,⠞⠓⠁⠝⠅,Q_A3,when,sorry,thank,have,1,922,19
What word does this Braille pattern represent: '⠎⠞⠕⠏'?,⠎⠞⠕⠏,Q_A4,you,good,deaf,stop,1,923,19
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A1,need,hurt,love,eat,1,924,19
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,close,have,deaf,1,925,19
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,drink,have,close,1,926,19
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,you,bad,goodbye,good,1,927,19
What word does this Braille pattern represent: '⠞⠓⠊⠝⠅'?,⠞⠓⠊⠝⠅,Q_A2,eat,think,go,love,1,928,19
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,good,stop,you,me,1,929,19
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A3,deaf,hello,go,play,1,930,19
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A1,goodbye,hello,have,feel,1,931,19
What word does this Braille pattern represent: '⠞⠓⠊⠝⠅'?,⠞⠓⠊⠝⠅,Q_A3,deaf,sorry,think,thank,1,932,19
What word does this Braille pattern represent: '⠎⠕⠗⠗⠽'?,⠎⠕⠗⠗⠽,Q_A2,good,sorry,goodbye,think,1,933,19
What word does this Braille pattern represent: '⠞⠓⠁⠝⠅'?,⠞⠓⠁⠝⠅,Q_A1,thank,goodbye,have,good,1,934,19
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A4,open,deaf,we,when,1,935,19
What word does this Braille pattern represent: '⠝⠕'?,⠝⠕,Q_A4,play,bad,stop,no,1,936,19
What word does this Braille pattern represent: '⠝⠑⠑⠙'?,⠝⠑⠑⠙,Q_A2,we,need,think,hello,1,937,19
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,need,me,we,1,938,19
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A2,drink,you,think,please,1,939,19
What word does this Braille pattern represent: '⠞⠓⠊⠝⠅'?,⠞⠓⠊⠝⠅,Q_A1,think,need,go,want,1,940,19
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A1,close,want,need,have,1,941,19
What word does this Braille pattern represent: '⠺⠁⠝⠞'?,⠺⠁⠝⠞,Q_A3,goodbye,when,want,stop,1,942,19
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A3,stop,think,good,please,1,943,19
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,have,deaf,goodbye,love,1,944,19
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A1,good,we,love,need,1,945,19
What word does this Braille pattern represent: '⠺⠓⠑⠝'?,⠺⠓⠑⠝,Q_A2,stop,when,eat,please,1,946,19
